waypoint_reward,max_speed_reward,ego_collision_reward,npc_collision_reward,episode_id
0.0,0.0,0.0,0,1
3.060304968228765,-0.782190606038216,0.0,0,1
1.5301524841143825,-0.9816702333461154,0.0,0,1
4.59041057362708,-1.0206405256952236,0.0,0,1
3.060304968228765,-1.1482620197354707,0.0,0,1
3.0602798872036314,-1.350870419431568,0.0,0,1
1.5301290447563487,-1.628484664200635,0.0,0,1
0.0,-1.6218174146372422,0.0,0,1
0.0,-1.53032306113416,0.0,0,1
0.0,-1.292341783635361,0.0,0,1
0.0,-0.8362171974719608,0.0,0,1
0.0,-0.9252355586341119,0.0,0,1
0.0,-1.157272802033222,0.0,0,1
0.0,-1.4339009072408622,0.0,0,1
0.0,-1.1896752376511184,0.0,0,1
0.0,-0.29740362856562336,0.0,0,1
0.0,0.0,0.0,0,1
0.0,0.0,0.0,0,1
0.0,-0.09594002632680393,0.0,0,1
0.0,-0.26195472002153475,0.0,0,1
0.0,-0.05838138666413856,0.0,-50,1
0.0,0.0,0.0,0,2
1.5554675523324921,-0.7798385837500035,0.0,0,2
4.666373182934594,-1.1222426308533944,0.0,0,2
3.1109243783446314,-1.4213808289687127,0.0,0,2
4.666385028523157,-1.7001083497558793,0.0,0,2
4.6663816707185255,-1.57886907964277,0.0,0,2
4.666370944398173,-1.4315478123417382,0.0,0,2
4.66638428234435,-1.5955566486695498,0.0,0,2
3.1109279226939655,-1.7508245540347755,0.0,0,2
6.221839429454174,-1.6716110845422112,0.0,0,2
4.694259097497827,-1.268119316106773,0.0,0,2
1.5648694053024053,-1.1425471852036826,0.0,0,2
4.694542925261591,-1.030291763166928,0.0,0,2
3.1297031805667697,-1.0350786996562438,0.0,0,2
0.0,-1.2820030046612045,0.0,0,2
0.0,-1.5545023043843935,0.0,0,2
0.0,-1.2542600933022559,0.0,0,2
0.0,-0.9386739963798767,0.0,0,2
17.213350237732318,-1.0562660668415558,0.0,0,2
3.1296973976810145,-1.2573709807580336,0.0,0,2
1.5648516835557358,-1.4449271690406151,0.0,0,2
0.0,-1.5980151543947503,0.0,0,2
0.0,-1.5630617822990969,0.0,0,2
0.0,-1.5930338654620528,0.0,0,2
0.0,0.0,0.0,0,3
2.2405005447485724,-0.12402487148758999,0.0,0,3
0.0,0.0,0.0,0,3
1.120212619788769,-0.2138007538440627,0.0,0,3
1.1202454656612415,-0.4643939688951553,0.0,0,3
2.240490931322483,-0.37731925870841565,0.0,0,3
1.120255079087331,-0.5014374660538697,0.0,0,3
2.2404580854500105,-0.7287155742131985,0.0,0,3
2.2404580854500105,-0.9470615431099515,0.0,0,3
3.3607460104098137,-1.079563209889596,0.0,0,3
3.3607035511112517,-1.069867799910695,0.0,0,3
3.3607460104098137,-1.1774143393400565,0.0,0,3
3.3607035511112517,-1.1180068216238455,0.0,0,3
3.3607295874735774,-1.0635921490425564,0.0,0,3
3.3607295874735774,-1.0684915791791953,0.0,0,3
3.360719974047488,-0.8770441700618986,0.0,0,3
3.3607131645373416,-0.8244322268931844,0.0,0,3
2.2404745083862467,-1.0171898798415757,0.0,0,3
3.3607295874735774,-0.9400464657213892,0.0,0,3
3.3607035511112517,-1.0030433867744035,0.0,0,3
3.3607289198745436,-1.1229676116701521,0.0,0,3
3.3605657586706355,-1.244880482547061,0.0,0,3
3.360341845954634,-1.1276110304215954,0.0,0,3
3.3602079255884147,-1.059071448739671,0.0,0,3
3.360153182467627,-1.067631521454426,0.0,0,3
3.3601488430739064,-0.8679165718779823,0.0,0,3
2.240115874185185,-0.6557388380660722,0.0,0,3
2.240115874185185,-0.7591611796374409,0.0,0,3
2.240141777027704,-0.9231204189359281,0.0,0,3
3.3601655998096596,-1.119025715454417,0.0,0,3
3.3601915026521785,-1.1234862415338833,0.0,0,3
3.360182022745896,-1.0613543901287934,0.0,0,3
3.360175079715942,-0.8630786899511783,0.0,0,3
2.240115874185185,-0.6249095161065297,0.0,0,3
2.2401253540914676,-0.7086019942009194,8.097011172197918,0,3
